,X,lon,lat,epiraindiff,epirhdiff,epitdiff,finfmh,finfmf,finfmd,V12
11001,17640,-72.99368286,42.40326691,-6.64432,-4.26439,0.36006,0.6850404,0.6154996,-0.0695408,0.014818896
11002,17641,-72.93130493,42.50493622,-5.19127,-4.39011,0.38014,0.6839738,0.6135617,-0.0704121,0.009846278
11003,17642,-72.86871338,42.60658264,-5.8756,-4.0985,0.41547,0.6439148,0.5793589,-0.0645559,0.00642885
11004,17643,-72.8059082,42.70819855,-7.72329,-4.33519,0.40848,0.632597,0.5811965,-0.0514005,0.01024988
11005,17644,-72.74285889,42.80978394,-6.37379,-4.3134,0.4213,0.6119638,0.543867,-0.0680968,0.015587952
11006,17645,-72.67962646,42.91133881,-4.46534,-4.15638,0.42093,0.5503431,0.4677315,-0.0826116,0.004765906
11007,17646,-72.6161499,43.01288223,-0.90317,-4.03946,0.40073,0.5301713,0.4309324,-0.0992389,0.003795898
11008,17647,-72.55249023,43.11437988,0.78419,-4.0461,0.33606,0.5264008,0.436931,-0.0894698,0.008089249
11009,17648,-72.48855591,43.21585083,-1.63491,-3.76648,0.24978,0.5096595,0.4478154,-0.0618441,0.008687505
11010,17649,-72.42443848,43.31729889,-2.94661,-4.06654,0.30269,0.4873847,0.4244596,-0.0629251,0.005571501
11011,17650,-72.3600769,43.41870499,-5.1536,-3.78766,0.24697,0.5199486,0.4862732,-0.0336754,0.045988974
11012,17651,-72.29550171,43.52009583,-3.61148,-4.12,0.28666,0.5334107,0.5149782,-0.0184325,0.034905697
11014,17653,-72.16564941,43.72276688,-1.045,-4.37538,0.39962,0.5679294,0.5303435,-0.0375859,0.047014573
11048,17750,-75.19326782,38.27784348,8.53182,1.07727,0.65064,0.5847257,0.5514601,-0.0332656,0.036596392
11051,17757,-74.80636597,38.9933548,9.22516,0.72475,0.61828,0.8836582,0.8685004,-0.0151578,0.044236135
11052,17758,-74.75036621,39.09553909,8.1189,0.62354,0.56634,0.8896446,0.8708924,-0.0187522,0.005338345
11053,17759,-74.69418335,39.19770813,11.76171,0.02655,-0.1483,0.5700864,0.5105734,-0.059513,0.007395419
11054,17761,-74.58123779,39.40202332,12.93907,0.19561,-0.30278,0.5264336,0.4726653,-0.0537683,0.005112994
11055,17762,-74.52450562,39.50415039,13.56292,0.3877,-0.31571,0.5158376,0.4511542,-0.0646834,0.00764311
11056,17763,-74.46759033,39.60627747,12.63949,0.30862,-0.42277,0.5163361,0.4382535,-0.0780826,0.008965389
11057,17764,-74.41046143,39.70838928,11.75202,0.42294,-0.4385,0.5132463,0.4319367,-0.0813096,0.012822186
11058,17765,-74.35314941,39.81047821,9.94176,0.65789,-0.38885,0.4990206,0.4191541,-0.0798665,0.001243269
11059,17766,-74.2956543,39.91256332,8.11749,0.59218,-0.35464,0.489092,0.4010673,-0.0880247,0.004484512
11060,17767,-74.23797607,40.01463699,7.4027,0.66188,-0.37084,0.4973521,0.4066385,-0.0907136,0.009312407
11061,17768,-74.18008423,40.11668777,7.09495,0.33345,-0.34284,0.5173178,0.4056491,-0.1116687,0.007800963
11062,17769,-74.12200928,40.21873093,7.33882,0.20316,-0.44013,0.5307636,0.4100297,-0.1207339,0.002606857
11063,17770,-74.0637207,40.32075119,8.02502,1.71661,-0.54597,0.3995977,0.3396347,-0.059963,0.002777983
11064,17774,-73.82867432,40.72867966,9.88587,1.65933,-1.01203,0.3540853,0.3258072,-0.0282781,0.039090913
11065,17777,-73.65032959,41.03443527,1.64567,-1.48062,-0.69212,0.5028334,0.3371035,-0.1657299,0.009944802
11066,17778,-73.5904541,41.13632584,0.7997,-2.22113,-0.48123,0.5476062,0.3428744,-0.2047318,0.003102747
11067,17779,-73.53039551,41.23817825,-0.34476,-2.71169,-0.44818,0.5783507,0.3648705,-0.2134802,0.004927122
11068,17780,-73.47015381,41.34001541,-4.84821,-3.03175,-0.32937,0.5816012,0.3702578,-0.2113434,0.003470338
11069,17781,-73.40966797,41.44184113,-5.56095,-3.07363,-0.245,0.5731773,0.3644221,-0.2087552,0.007360683
11070,17782,-73.34899902,41.54364395,-4.03115,-3.06931,-0.293,0.573399,0.3734453,-0.1999537,0.007223542
11071,17783,-73.28811646,41.64541626,-5.53701,-3.38209,-0.07151,0.5806921,0.4065645,-0.1741276,0.005958165
11072,17784,-73.22705078,41.74717331,-7.41137,-3.62301,0.22675,0.6097081,0.4495739,-0.1601342,0.002659937
11073,17785,-73.16574097,41.84890366,-7.0871,-3.57154,0.27613,0.6052234,0.4914485,-0.1137749,0.005456227
11074,17786,-73.10424805,41.9506073,-7.84805,-3.79587,0.1645,0.6184423,0.4994922,-0.1189501,0.004704468
11075,17787,-73.04251099,42.05228806,-5.72703,-3.84197,0.34509,0.6258335,0.5119932,-0.1138403,0.010681836
11076,17788,-72.98059082,42.15395737,-6.70488,-3.68899,0.3608,0.6253029,0.5221648,-0.1031381,0.004130689
11077,17789,-72.91845703,42.25558853,-7.75272,-3.80193,0.31412,0.5954923,0.4879537,-0.1075386,0.00453495
11078,17790,-72.8560791,42.35720062,-7.40533,-3.79234,0.35802,0.6092458,0.4816666,-0.1275792,0.004531073
11079,17791,-72.79351807,42.45879364,-4.36847,-3.76685,0.3896,0.6008412,0.472838,-0.1280032,0.002972832
11080,17792,-72.73074341,42.56034088,-5.13006,-3.98561,0.35195,0.5493692,0.3491759,-0.2001933,0.008547415
11081,17793,-72.66772461,42.66187286,-3.51411,-3.89231,0.28436,0.538725,0.3658174,-0.1729076,0.0082694
11082,17794,-72.60452271,42.76337814,-2.03457,-3.78995,0.37695,0.5313786,0.4037703,-0.1276083,0.003164024
11083,17795,-72.54107666,42.86485291,-1.20428,-3.65541,0.25436,0.5025561,0.3804206,-0.1221355,0.002764189
11084,17796,-72.47741699,42.96629715,-0.44341,-3.43955,0.27724,0.4985242,0.4057086,-0.0928156,0.00625327
11085,17797,-72.41357422,43.06771851,-0.21114,-3.6543,0.28686,0.5187964,0.4442439,-0.0745525,0.011498146
11086,17798,-72.34945679,43.16910934,-3.12048,-4.14816,0.2389,0.5603341,0.5220034,-0.0383307,0.014709261
11092,17804,-71.96014404,43.77679825,-1.72001,-4.66272,0.77598,0.6708373,0.6058354,-0.0650019,0.022831424
11093,17805,-71.89447021,43.87797165,-1.82956,-4.89761,0.73639,0.7215157,0.6118572,-0.1096585,0.008065002
11125,17913,-74.33514404,39.56225967,15.21023,-0.27772,0.17651,0.9054783,0.8883897,-0.0170886,0.013067109
11126,17914,-74.27783203,39.66427994,12.35237,-0.13078,-0.31895,0.6305092,0.5337206,-0.0967886,0.004656612
11127,17915,-74.22033691,39.76629639,9.92876,0.08504,-0.37781,0.5846655,0.4848466,-0.0998189,0.001181596
11128,17916,-74.16265869,39.86830902,9.09901,0.13964,-0.38322,0.5635624,0.4518338,-0.1117286,0.004697816
11129,17918,-74.04675293,40.07226563,6.90572,-1.12084,-0.22318,0.896774,0.8211827,-0.0755913,0.014712187
11131,17925,-73.63482666,40.78562546,7.51662,1.79821,-0.99645,0.3557235,0.3289702,-0.0267533,0.012129229
11132,17926,-73.57519531,40.8874588,1.25757,-0.12154,-0.79672,0.4428059,0.3317722,-0.1110337,0.043265225
11133,17928,-73.45532227,41.0910759,2.09994,-1.5586,-0.72263,0.5458149,0.3648558,-0.1809591,0.009317151
11134,17929,-73.39505005,41.19285965,1.13446,-2.4159,-0.50698,0.5803147,0.3652973,-0.2150174,0.005682876
11135,17930,-73.33459473,41.29461288,-0.71,-2.7602,-0.43446,0.5930345,0.3807176,-0.2123169,0.001601683
11136,17931,-73.2739563,41.39635468,-3.88305,-2.8801,-0.42867,0.5855913,0.3795703,-0.206021,0.007470089
11137,17932,-73.21310425,41.49806595,-2.72611,-3.08718,-0.4082,0.5772795,0.378911,-0.1983685,0.005631231
11138,17933,-73.15203857,41.59976196,-3.82918,-2.92864,-0.12588,0.5899314,0.4042192,-0.1857122,0.008663077
11139,17934,-73.09075928,41.70143509,-5.21143,-3.25114,0.04098,0.5866694,0.4131796,-0.1734898,0.003438516
11140,17935,-73.02929688,41.8030777,-6.51419,-3.35225,0.07686,0.5777401,0.3933329,-0.1844072,0.003543691
11141,17936,-72.96759033,41.90470886,-6.86183,-3.24812,0.08535,0.5802608,0.3872346,-0.1930262,0.004894073
11142,17937,-72.90570068,42.00630188,-7.64439,-3.46246,0.10243,0.5789437,0.352508,-0.2264357,0.005709683
11143,17938,-72.84356689,42.10788727,-6.47475,-3.46318,0.10977,0.5597606,0.3656693,-0.1940913,0.010168717
11144,17939,-72.78125,42.20943069,-4.7764,-3.57527,0.1073,0.5220652,0.3567878,-0.1652774,0.004140185
11145,17940,-72.71871948,42.31096268,-5.01613,-3.66164,0.10635,0.5219832,0.3504498,-0.1715334,0.003941252
11146,17941,-72.65594482,42.41245651,-4.84807,-3.88331,0.08434,0.515356,0.3558938,-0.1594622,0.005403245
11147,17942,-72.59298706,42.51393509,-4.2307,-3.81425,0.03319,0.5103203,0.343937,-0.1663833,0.003849588
11148,17943,-72.52978516,42.61537552,-2.95504,-3.84691,0.02215,0.4954324,0.3519952,-0.1434372,0.006481798
11149,17944,-72.46640015,42.71680069,-0.37556,-4.15873,0.11067,0.5062706,0.3695896,-0.136681,0.009743892
11150,17945,-72.402771,42.81818771,-0.66466,-4.05151,0.18546,0.5099139,0.3772759,-0.132638,0.006248165
11151,17946,-72.33892822,42.91955185,-1.74388,-4.01572,0.31987,0.5221167,0.418271,-0.1038457,0.001924803
11152,17947,-72.27487183,43.02088928,-3.99149,-4.3793,0.29233,0.5679218,0.5094903,-0.0584315,0.01209697
11156,17951,-72.01635742,43.42591476,-7.81945,-4.98524,0.41424,0.6137934,0.5811268,-0.0326666,0.038009314
11157,17952,-71.95117188,43.52710724,-7.28514,-4.81745,0.48257,0.6337302,0.5873097,-0.0464205,0.003445757
11158,17953,-71.88577271,43.62825394,-6.46702,-4.69117,0.64268,0.6554973,0.5891834,-0.0663139,0.000896228
11159,17954,-71.82012939,43.72937012,-4.76455,-4.5222,0.64108,0.6350784,0.5709594,-0.064119,0.001378642
11160,17955,-71.75427246,43.83045959,-7.40018,-4.74091,0.70688,0.630573,0.5691153,-0.0614577,0.003413187
11161,17956,-71.68814087,43.93149948,-3.30607,-4.99963,0.7393,0.7941425,0.6441299,-0.1500126,0.005123482
11166,17961,-71.35412598,44.43623734,2.62386,-4.0052,0.6349,0.7827831,0.6093814,-0.1734017,0.034407553
11203,18075,-73.50042725,40.74045944,7.76284,1.89841,-0.92755,0.3869249,0.3577691,-0.0291558,0.001446204
11204,18076,-73.44058228,40.84220886,4.48744,1.71499,-0.94232,0.3589031,0.3295061,-0.029397,0.007260246
11206,18080,-73.19927979,41.24903488,0.71262,-2.38603,-0.6129,0.5973495,0.3771089,-0.2202406,0.004272222
11207,18081,-73.13845825,41.35069275,0.80019,-2.75783,-0.48599,0.6177526,0.3701004,-0.2476522,0.003366113
11208,18082,-73.0774231,41.45232773,-2.60663,-2.82052,-0.44199,0.6012574,0.3765741,-0.2246833,0.007046165
11209,18083,-73.01617432,41.55393219,-4.18445,-2.972,-0.36263,0.5882567,0.3698879,-0.2183688,0.02633838
11210,18084,-72.95471191,41.65552521,-3.86075,-2.81423,-0.24635,0.5820004,0.364021,-0.2179794,0.043289168
11211,18085,-72.89306641,41.75708389,-5.18023,-2.89416,-0.22107,0.5516152,0.3389906,-0.2126246,0.009441414
11212,18086,-72.83117676,41.85862732,-5.91906,-2.92631,-0.16172,0.5252888,0.3255959,-0.1996929,0.015897192
11213,18087,-72.76907349,41.96014404,-4.60786,-2.97255,-0.18867,0.5070906,0.3171122,-0.1899784,0.011085354
11214,18088,-72.70678711,42.06163788,-2.29967,-2.97309,-0.16411,0.493155,0.3223251,-0.1708299,0.005990105
11215,18089,-72.64428711,42.1631012,-2.39565,-0.35925,-0.44652,0.328268,0.2486221,-0.0796459,0.010376577
11216,18090,-72.58154297,42.26455307,-2.03765,-3.19504,-0.17692,0.4727983,0.3168851,-0.1559132,0.004866843
11217,18091,-72.51861572,42.3659668,-2.39868,-3.66526,0.02186,0.4932045,0.3448506,-0.1483539,0.003351368
11218,18092,-72.45544434,42.46734619,-2.90931,-4.16504,-0.03239,0.530534,0.3925695,-0.1379645,0.005431647
11219,18093,-72.39208984,42.56871796,-2.4976,-4.15292,0.13196,0.5451837,0.4176552,-0.1275285,0.005011676
11220,18094,-72.32849121,42.67004776,0.23301,-4.04622,0.24042,0.5507,0.4431355,-0.1075645,0.003950116
11221,18095,-72.26467896,42.77135849,-0.47621,-4.06859,0.29605,0.5508316,0.4597127,-0.0911189,0.007982896
11222,18096,-72.20065308,42.87263489,-0.70339,-4.30146,0.31064,0.5753028,0.5186526,-0.0566502,0.008670616
11223,18097,-72.13638306,42.9738884,-4.45352,-4.97234,0.2861,0.6192972,0.5692183,-0.0500789,0.006275423
11224,18098,-72.07189941,43.07510376,-5.91026,-5.03196,0.35986,0.6265147,0.5698036,-0.0567111,0.013807703
11225,18099,-72.00720215,43.1762886,-4.77882,-4.3936,0.37153,0.5843267,0.5441209,-0.0402058,0.012596037
11226,18100,-71.94229126,43.27744293,-4.50869,-4.22786,0.40321,0.5548558,0.5212708,-0.033585,0.003593317
11227,18101,-71.87713623,43.37857819,-5.32296,-4.61102,0.3181,0.568748,0.526995,-0.041753,0.006375542
11228,18102,-71.81176758,43.47966766,-7.29301,-4.83056,0.34455,0.5684256,0.5193598,-0.0490658,0.008692325
11229,18103,-71.74615479,43.58073425,-6.76339,-5.01455,0.31575,0.574186,0.512381,-0.061805,0.00800294
11230,18104,-71.68032837,43.6817627,-4.81641,-5.01495,0.40893,0.5644971,0.5074478,-0.0570493,0.007138079
11231,18105,-71.61425781,43.78276825,-7.87719,-4.74565,0.43185,0.5957761,0.5283191,-0.067457,0.006051965
11232,18106,-71.54797363,43.88373184,-1.70606,-5.26208,0.72596,0.7828269,0.6401747,-0.1426522,0.005310603
11234,18108,-71.41467285,44.08555984,0.20912,-4.13029,1.2104,0.9479426,0.6968655,-0.2510771,0.029573826
11235,18109,-71.34768677,44.18642426,5.98924,-3.37411,1.55389,0.9748103,0.7694224,-0.2053879,0.008122153
11236,18110,-71.28045654,44.2872467,4.69976,-3.42578,1.87093,0.9810587,0.7674479,-0.2136108,0.019582377
11238,18112,-71.14529419,44.48877335,0.0704,-4.33853,0.74253,0.7133743,0.5962742,-0.1171001,0.019550667
11275,18225,-73.36621094,40.69513321,11.43224,1.52248,-0.85469,0.4856405,0.4438181,-0.0418224,0.048196748
11276,18226,-73.30621338,40.79679871,8.04373,2.00907,-0.85166,0.4078345,0.3709587,-0.0368758,0.00453719
11277,18227,-73.2460022,40.89845657,7.16377,2.27451,-0.95613,0.3691109,0.3494319,-0.019679,0.003885896
11279,18231,-73.00317383,41.30487061,3.44109,-2.35836,-0.6131,0.6242607,0.393234,-0.2310267,0.021897691
11280,18232,-72.94192505,41.4064064,1.50846,-2.48232,-0.4725,0.6213181,0.3805459,-0.2407722,0.017470561
11281,18233,-72.88049316,41.5079422,-0.67451,-2.39254,-0.50616,0.5869823,0.3668028,-0.2201795,0.028125427
11282,18234,-72.81884766,41.60944748,-3.64679,-2.47743,-0.37759,0.5631867,0.3539253,-0.2092614,0.008906246
11283,18235,-72.75701904,41.71092987,-1.44629,-0.12114,-0.73581,0.3820191,0.2802456,-0.1017735,0.006769975
11284,18236,-72.69494629,41.81238174,-0.73418,0.00608,-0.80662,0.3370363,0.2606804,-0.0763559,0.002910999
11286,18238,-72.57019043,42.01522827,-0.58774,-3.10374,-0.36471,0.4965436,0.3207253,-0.1758183,0.022171815
11287,18239,-72.50750732,42.11660385,0.24289,-0.53601,-0.55558,0.3306349,0.2497729,-0.080862,0.00553429
11288,18240,-72.44458008,42.21796799,-1.32484,-3.22653,-0.09311,0.4995596,0.3383746,-0.161185,0.01077318
11289,18241,-72.38146973,42.31929779,-3.1014,-3.79422,-0.01487,0.5434649,0.3731223,-0.1703426,0.006337367
11290,18242,-72.31811523,42.42059326,-2.53697,-4.25879,0.02414,0.5683019,0.4120351,-0.1562668,0.00274241
11291,18243,-72.25457764,42.52187347,-0.98516,-4.23672,0.18444,0.5738552,0.450914,-0.1229412,0.003914597
11292,18244,-72.1907959,42.62312317,-0.83714,-4.16755,0.29022,0.5846629,0.4788158,-0.1058471,0.006192839
11293,18245,-72.12680054,42.72434616,0.09637,-4.26296,0.34703,0.5930793,0.5002937,-0.0927856,0.016487194
11294,18246,-72.06256104,42.82553482,0.33401,-4.6076,0.27976,0.6164855,0.5543814,-0.0621041,0.004859359
11295,18247,-71.99813843,42.92670059,-2.04067,-4.49843,0.28795,0.5977453,0.5410211,-0.0567242,0.01465186
11296,18248,-71.93347168,43.02783966,-2.26819,-4.1902,0.32038,0.569574,0.4843895,-0.0851845,0.006792439
11297,18249,-71.86859131,43.12894821,-1.7562,-3.89091,0.32743,0.5403768,0.4365016,-0.1038752,0.006793514
11298,18250,-71.8034668,43.23001099,-3.23461,-4.01247,0.32749,0.5296118,0.3975535,-0.1320583,0.005607095
11299,18251,-71.73815918,43.33105087,-3.59475,-4.16456,0.28079,0.531928,0.4191401,-0.1127879,0.004827281
11300,18252,-71.6725769,43.43207169,-3.98285,-4.30508,0.39217,0.5313156,0.4461252,-0.0851904,0.005440372
11301,18253,-71.60678101,43.53303909,-4.87719,-4.52782,0.36868,0.5270038,0.4657259,-0.0612779,0.006213681
11302,18254,-71.54077148,43.63399124,-4.42103,-4.61633,0.29011,0.5391372,0.472837,-0.0663002,0.007185354
11303,18255,-71.47451782,43.73490524,-4.82847,-5.06762,0.38295,0.5625234,0.5201252,-0.0423982,0.00671781
11304,18256,-71.40802002,43.83576965,-3.07451,-4.97435,0.7142,0.6784561,0.622361,-0.0560951,0.005549202
11305,18257,-71.34130859,43.93661499,-3.93965,-4.97316,0.74552,0.7892916,0.657195,-0.1320966,0.017518709
11306,18258,-71.27435303,44.03743362,-8.80627,-4.4967,0.66925,0.7243535,0.625246,-0.0991075,0.003948222
11307,18259,-71.20718384,44.13820648,-7.22073,-4.3399,0.75869,0.7787857,0.6355432,-0.1432425,0.003972255
11308,18260,-71.13977051,44.23894501,-7.8298,-3.93439,0.84156,0.8782791,0.6354039,-0.2428752,0.038129886
11309,18261,-71.07208252,44.33964539,-4.44438,-4.00401,0.6926,0.780144,0.6483901,-0.1317539,0.030664483
11310,18262,-71.00421143,44.44030762,-0.84605,-4.42081,0.73817,0.7766177,0.6130806,-0.1635371,0.007058171
11311,18263,-70.93606567,44.54093552,-0.22503,-4.34855,0.95518,0.8635562,0.6172506,-0.2463056,0.028474319
11312,18264,-70.86767578,44.64151764,0.06664,-4.30251,0.89406,0.8573496,0.608503,-0.2488466,0.049600549
11345,18376,-73.17199707,40.75121689,10.25293,1.34491,-0.7886,0.4932998,0.4713544,-0.0219454,0.012861061
11346,18377,-73.1116333,40.85279083,7.33234,2.16132,-0.87695,0.4152669,0.3901181,-0.0251488,0.004061053
11347,18378,-73.05102539,40.95433807,5.53543,-0.59833,-0.54721,0.8607556,0.7198931,-0.1408625,0.006482568
11348,18381,-72.86807251,41.25886917,3.91636,-2.80623,-0.71303,0.701856,0.4568129,-0.2450431,0.015797213
11349,18382,-72.80664063,41.36033249,3.35238,-2.52492,-0.58722,0.643238,0.4125954,-0.2306426,0.0022886
11350,18383,-72.74505615,41.46177673,-0.16475,-2.51039,-0.51752,0.6059689,0.3936279,-0.212341,0.00581612
11351,18384,-72.68322754,41.56319809,-0.78128,-2.45061,-0.50519,0.5798831,0.3764235,-0.2034596,0.004092736
11352,18385,-72.62121582,41.66458893,0.07526,-2.52034,-0.50716,0.5434223,0.3486892,-0.1947331,0.010273857
11353,18386,-72.55895996,41.76596832,-0.57705,-2.73111,-0.40621,0.5361779,0.3482721,-0.1879058,0.005932607
11354,18387,-72.496521,41.86730957,-1.18282,-3.05905,-0.38564,0.5343924,0.354928,-0.1794644,0.004075876
11355,18388,-72.43383789,41.96863174,0.43375,-3.25755,-0.20762,0.5559175,0.3666733,-0.1892442,0.005853254
11356,18389,-72.37097168,42.06993484,1.46776,-3.39854,-0.11631,0.563347,0.3789319,-0.1844151,0.003184721
11357,18390,-72.30786133,42.17120361,-1.88584,-3.5486,-0.02557,0.5640492,0.3903768,-0.1736724,0.004346053
11358,18391,-72.24456787,42.27244568,-3.72344,-3.80585,-0.0264,0.5735172,0.3995216,-0.1739956,0.009096662
11359,18392,-72.18103027,42.37366867,-4.28034,-4.31862,-0.04265,0.5874546,0.4381942,-0.1492604,0.008547943
11360,18393,-72.11727905,42.47486496,-3.10809,-4.31093,0.24403,0.6068178,0.4703382,-0.1364796,0.004300874
11361,18394,-72.05334473,42.57602692,-2.66827,-4.19913,0.31638,0.6034717,0.4870814,-0.1163903,0.00304624
11362,18395,-71.98913574,42.67716217,-3.50972,-4.43947,0.34065,0.6087583,0.5123625,-0.0963958,0.003691999
11363,18396,-71.92474365,42.77827454,-1.7709,-4.34105,0.31851,0.6042863,0.521022,-0.0832643,0.006888459
11364,18397,-71.86010742,42.87934875,-1.15548,-4.0695,0.34473,0.5924538,0.4818607,-0.1105931,0.006608911
11365,18398,-71.79525757,42.98039627,0.47912,-3.87954,0.35122,0.5745864,0.4384879,-0.1360985,0.006516283
11366,18399,-71.73019409,43.08141327,0.16425,-4.09885,0.29407,0.5515672,0.3940704,-0.1574968,0.006157521
11367,18400,-71.66491699,43.18240356,-0.72865,-4.14611,0.21267,0.5261581,0.3698911,-0.156267,0.004181841
11368,18401,-71.59936523,43.28335571,-2.13677,-4.01473,0.25484,0.5198819,0.3794493,-0.1404326,0.003667932
11369,18402,-71.53363037,43.38428116,-3.57495,-4.3816,0.27933,0.5304093,0.4427654,-0.0876439,0.00299762
11370,18403,-71.46765137,43.48517227,-4.62164,-4.44843,0.29687,0.5492027,0.4731014,-0.0761013,0.002266759
11371,18404,-71.40142822,43.58602524,-6.0048,-3.24528,-0.19705,0.816619,0.7197358,-0.0968832,0.003698581
11372,18405,-71.33499146,43.68686295,-2.14137,-5.11718,0.22439,0.5786176,0.5315769,-0.0470407,0.004901522
11373,18406,-71.26831055,43.78765106,-4.14722,-4.60885,0.39554,0.6148841,0.5639255,-0.0509586,0.005810731
11374,18407,-71.20141602,43.88841248,-6.87037,-4.61759,0.39465,0.586833,0.5416585,-0.0451745,0.006479614
11375,18408,-71.13427734,43.98913193,-8.1221,-4.65238,0.37358,0.5621074,0.5148491,-0.0472583,0.005799806
11376,18409,-71.06689453,44.08981705,-11.07078,-4.44804,0.53005,0.5826607,0.5296058,-0.0530549,0.015165298
11377,18410,-70.9992981,44.19047165,-12.13907,-4.34891,0.60268,0.6364677,0.5819952,-0.0544725,0.004239131
11378,18411,-70.93145752,44.29107285,-10.09516,-4.61315,0.69267,0.6863865,0.6224411,-0.0639454,0.00467651
11379,18412,-70.86334229,44.39165497,-5.96004,-4.8905,0.63381,0.7128751,0.6147996,-0.0980755,0.005407621
11380,18413,-70.79504395,44.49219894,-5.64752,-4.75299,0.65102,0.7156408,0.6094843,-0.1061565,0.006550623
11412,18527,-72.97747803,40.80695343,7.4369,-1.24264,-0.6938,0.742403,0.5623597,-0.1800433,0.025982926
11413,18528,-72.91668701,40.90842438,6.80277,-0.77947,-0.73485,0.6506573,0.4877258,-0.1629315,0.00328649
11414,18532,-72.67160034,41.31407928,4.33686,-2.25579,-0.6557,0.6975398,0.4550705,-0.2424693,0.00213527
11415,18533,-72.60980225,41.41543198,0.51042,-2.577,-0.54472,0.6611892,0.4262085,-0.2349807,0.00486873
11416,18534,-72.54779053,41.51677322,-0.55215,-2.68718,-0.50633,0.624176,0.4034847,-0.2206913,0.003560239
11417,18535,-72.4855957,41.61808395,-0.67564,-2.81557,-0.37731,0.6040508,0.4016002,-0.2024506,0.005204762
11418,18536,-72.42315674,41.71937561,-2.08093,-2.99236,-0.3011,0.5918477,0.4069543,-0.1848934,0.00988242
11419,18537,-72.36053467,41.82064438,-3.00202,-3.25411,-0.22141,0.5946617,0.3949372,-0.1997245,0.005823846
11420,18538,-72.29766846,41.921875,1.87808,-3.41996,-0.11104,0.6049366,0.4295651,-0.1753715,0.005175903
11421,18539,-72.23461914,42.02309418,1.0019,-3.54406,-0.07065,0.6174756,0.4454606,-0.172015,0.006751574
11422,18540,-72.1713562,42.12427902,-1.96873,-3.64488,-0.07291,0.6067944,0.4241501,-0.1826443,0.002626381
11423,18541,-72.10784912,42.22543335,-3.47753,-3.75271,-0.05849,0.6091696,0.4216214,-0.1875482,0.00242158
11424,18542,-72.04412842,42.3265686,-4.99352,-4.44375,-0.00835,0.6213079,0.4565306,-0.1647773,0.006638131
11425,18543,-71.98022461,42.42768478,-6.69389,-4.4551,0.2508,0.6249297,0.4719366,-0.1529931,0.010259743
11426,18544,-71.91607666,42.528759,-6.49744,-4.34276,0.23509,0.6282093,0.4805288,-0.1476805,0.007751226
11427,18545,-71.85168457,42.62981796,-6.25988,-4.30153,0.22524,0.6079989,0.4570945,-0.1509044,0.004282355
11428,18546,-71.78710938,42.73083115,-4.5157,-4.09467,0.17603,0.5941516,0.4334332,-0.1607184,0.002514652
11429,18547,-71.72229004,42.83182526,-2.25229,-4.09844,0.1957,0.582115,0.3657742,-0.2163408,0.002691203
11430,18548,-71.6572876,42.93278503,-0.25347,-4.16069,0.13854,0.5616611,0.3556761,-0.205985,0.004693746
11431,18549,-71.5920105,43.03371811,0.44742,-4.29497,0.14409,0.5443511,0.3568041,-0.187547,0.007151721
11432,18550,-71.52655029,43.13461685,-0.63126,-4.23048,0.18707,0.5447421,0.3676411,-0.177101,0.008936147
11433,18551,-71.46081543,43.23549271,-0.95089,-4.08319,0.26289,0.5392273,0.4091221,-0.1301052,0.009556868
11434,18552,-71.39489746,43.33633041,-3.07295,-4.48018,0.26708,0.5592873,0.4619524,-0.0973349,0.009075009
11435,18553,-71.32873535,43.4371376,-3.64365,-4.4692,0.30468,0.5726654,0.5121685,-0.0604969,0.007627928
11436,18554,-71.2623291,43.53790283,-2.86991,-3.1765,-0.2324,0.8463095,0.7529935,-0.093316,0.006466949
11437,18555,-71.19570923,43.63864517,-2.55633,-4.93838,0.1947,0.5775369,0.5274655,-0.0500714,0.005542481
11438,18556,-71.12884521,43.73934937,-3.39741,-4.96274,0.24093,0.5692569,0.5206821,-0.0485748,0.004900301
11439,18557,-71.06176758,43.84001541,-2.36002,-5.06927,0.25011,0.5640216,0.5005117,-0.0635099,0.006121442
11440,18558,-70.9944458,43.94065094,-5.47591,-5.05291,0.34218,0.5592315,0.5114693,-0.0477622,0.00667186
11441,18559,-70.92687988,44.04125595,-6.81307,-4.98435,0.36815,0.5558265,0.4844346,-0.0713919,0.006512954
11442,18560,-70.85906982,44.141819,-9.65342,-4.96003,0.41928,0.5631934,0.5007492,-0.0624442,0.006067945
11443,18561,-70.79101563,44.24234009,-11.06027,-4.77901,0.51786,0.6056491,0.5577538,-0.0478953,0.005336834
11444,18562,-70.7227478,44.34283066,-7.4622,-4.65342,0.60314,0.6290628,0.5767827,-0.0522801,0.006704417
11445,18563,-70.65423584,44.44327927,-5.24154,-4.63223,0.63154,0.6185634,0.5716313,-0.0469321,0.025232228
11447,18565,-70.51647949,44.64407349,-4.4873,-5.18945,0.65243,0.7062304,0.5941513,-0.1120791,0.049679625
11474,18677,-72.84350586,40.76096344,9.73536,-0.75731,-0.5696,0.7926201,0.6063426,-0.1862775,0.018167604
11475,18678,-72.78256226,40.86234283,7.31939,-0.59357,-0.77098,0.6735047,0.5125991,-0.1609056,0.011202188
11477,18682,-72.53674316,41.26765823,3.57153,-2.31154,-0.65734,0.7380439,0.4835973,-0.2544466,0.006357502
11478,18683,-72.47476196,41.36893463,1.65475,-2.54482,-0.65852,0.7013447,0.4513141,-0.2500306,0.00485379
